Stocks holdings ,,,,,,,,,
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of funds*,Sector,Market,Security depository receipt type
,BF5M0K5,9434,Softbank Corp.,25877995,"$347,015,595.85 ",0.080873193,Wireless Telecommunication Services,JP,---
,6560393,35420,NAVER Corp.,2149340,"$345,817,918.51 ",0.08059407,Interactive Media & Services,KR,---
,BYPC1T4,ASSA B,Assa Abloy AB,14792410,"$345,779,375.20 ",0.080585088,Building Products,SE,---
,5226038,SAMPO,Sampo Oyj Class A,7909827,"$345,369,361.12 ",0.080489532,Multi-line Insurance,FI,---
,6132101,5108,Bridgestone Corp.,9292805,"$345,228,746.09 ",0.080456762,Tires & Rubber,JP,---
,BJ2KSG2,AKZA,Akzo Nobel NV,3373130,"$344,478,870.94 ",0.080282001,Specialty Chemicals,NL,---
,BFYM460,URW,Unibail-Rodamco-Westfield,2179472,"$343,997,548.48 ",0.080169827,Retail REITs,NL,---
,6661144,8591,ORIX Corp.,20695823,"$342,958,089.33 ",0.079927577,Other Diversified Financial Services,JP,---
,BG36ZK1,B3SA3,B3 SA - Brasil Bolsa Balcao,31881616,"$342,492,278.47 ",0.079819018,Financial Exchanges & Data,BR,---
,2024644,ABX,Barrick Gold Corp.,18396536,"$341,707,634.15 ",0.079636154,Gold,CA,---
,922320,SN.,Smith & Nephew plc,14133294,"$340,625,029.80 ",0.07938385,Health Care Equipment,GB,---
,B1VQ252,SAND,Sandvik AB,17371700,"$338,354,988.26 ",0.078854808,Industrial Machinery,SE,---
,5669354,REP,Repsol SA,21520862,"$338,097,704 ",0.078794847,Integrated Oil & Gas,ES,---
,6499260,6971,Kyocera Corp.,4947351,"$337,190,192.25 ",0.078583349,Electronic Components,JP,---
,BPFJHC7,AXISBANK,Axis Bank Ltd.,31863471,"$336,825,356.45 ",0.078498322,Diversified Banks,IN,---
,6718976,2628,China Life Insurance Co. Ltd.,120675802,"$335,678,756.87 ",0.078231103,Life & Health Insurance,CN,---
,BD0BDJ3,PTT-F,PTT PCL (Foreign),228304965,"$334,990,739.67 ",0.078070759,Integrated Oil & Gas,TH,---
,5902941,NOKIA,Nokia Oyj,90436058,"$334,512,618.22 ",0.077959331,Communications Equipment,FI,---
,4497749,KBC,KBC Group NV,4426908,"$333,766,651.44 ",0.077785481,Diversified Banks,BE,---
,BJVNSS4,FERG,Ferguson plc,3660974,"$333,175,974.93 ",0.077647821,Trading Companies & Distributors,JE,---
,6640381,6902,Denso Corp.,7322268,"$330,690,764.57 ",0.077068634,Auto Parts & Equipment,JP,---
,BD6G507,RACE,Ferrari NV,1987463,"$329,991,179.56 ",0.076905594,Automobile Manufacturers,NL,---
,B4PT2P8,PPL,Pembina Pipeline Corp.,8835958,"$327,499,640.78 ",0.076324932,Oil & Gas Storage & Transportation,CA,---
,6251363,1925,Daiwa House Industry Co. Ltd.,10472389,"$324,192,284.06 ",0.075554141,Diversified Real Estate Activites,JP,---
,B1WGG93,GEBN,Geberit AG,575809,"$323,190,887.05 ",0.075320762,Building Products,CH,---
,6572707,6752,Panasonic Corp.,34383197,"$322,486,499.69 ",0.075156602,Consumer Electronics,JP,---
,5964651,VWS,Vestas Wind Systems A/S,3188362,"$322,045,306.14 ",0.07505378,Heavy Electrical Equipment,DK,---
,BYWLC68,REN,RELX plc,12762039,"$321,895,922.38 ",0.075018966,Research & Consulting Services,GB,---
,6196408,4519,Chugai Pharmaceutical Co. Ltd.,3494572,"$321,833,486.71 ",0.075004415,Pharmaceuticals,JP,---
,7380482,SGO,Cie de Saint-Gobain,7856081,"$321,832,593.61 ",0.075004207,Building Products,FR,---
,BJ2L575,GIB.A,CGI Inc.,3834979,"$320,932,707.97 ",0.074794485,IT Consulting & Other Services,CA,---
,2242059,FEMSAUBD,Fomento Economico Mexicano SAB de CV,33878306,"$320,139,464.92 ",0.074609617,Soft Drinks,MX,---
,6307200,4523,Eisai Co. Ltd.,4263222,"$318,999,846.89 ",0.074344025,Pharmaceuticals,JP,---
,B1DYPZ5,3968,China Merchants Bank Co. Ltd.,62022296,"$318,864,612.70 ",0.074312509,Diversified Banks,CN,---
,790873,SSE,SSE plc,16666767,"$317,874,705.47 ",0.074081807,Electric Utilities,GB,---
,7133608,EQNR,Equinor ASA,15836101,"$315,808,050.70 ",0.073600166,Integrated Oil & Gas,NO,---
,BF1K7P7,ESSITY B,Essity AB Class B,9791297,"$315,340,807.11 ",0.073491273,Household Products,SE,---
,4263304,DNB,DNB ASA,16843916,"$315,198,579.85 ",0.073458127,Diversified Banks,NO,---
,BYZQ077,1113,CK Asset Holdings Ltd.,43504239,"$313,936,394.18 ",0.07316397,Real Estate Development,KY,---
,B15C4L6,CSU,Constellation Software Inc./Canada,322548,"$313,260,664.34 ",0.073006489,Application Software,CA,---
,5671519,WKL,Wolters Kluwer NV,4270059,"$311,781,948.51 ",0.072661869,Research & Consulting Services,NL,---
,6436557,3,Hong Kong & China Gas Co. Ltd.,159074037,"$310,809,928.84 ",0.072435336,Gas Utilities,HK,---
,6261674,HINDUNILVR,Hindustan Unilever Ltd.,11443979,"$308,404,009.18 ",0.071874628,Household Products,IN,---
,4163437,CAP,Capgemini SE,2511637,"$307,186,861.65 ",0.071590968,IT Consulting & Other Services,FR,---
,B29NF31,FNV,Franco-Nevada Corp.,2973694,"$307,067,597.29 ",0.071563173,Gold,CA,---
,2077303,NA,National Bank of Canada,5449851,"$302,510,692.76 ",0.070501171,Diversified Banks,CA,---
,B5LTM93,4578,Otsuka Holdings Co. Ltd.,6764879,"$301,539,416.20 ",0.070274811,Pharmaceuticals,JP,---
,B02VD01,SNGNF,Singapore Telecommunications Ltd.,120248512,"$301,477,255.04 ",0.070260324,Integrated Telecommunication Services,SG,---
,BG7ZWY7,ABEV3,Ambev SA,64604378,"$300,751,697.25 ",0.070091231,Brewers,BR,---
,5051252,UPM,UPM-Kymmene Oyj,8606047,"$298,583,814.28 ",0.069585998,Paper Products,FI,---
,BYT16L4,ORSTED,Orsted A/S,2879529,"$297,895,290.19 ",0.069425535,Electric Utilities,DK,---
,4519579,KRZ,Kerry Group plc,2351486,"$293,421,600.50 ",0.068382926,Packaged Foods & Meats,IE,---
,6624471,FAB,FIRST ABU DHABI BANK PJSC,70484155,"$291,447,700.43 ",0.067922902,Diversified Banks,AE,---
,B601QS4,8750,Dai-ichi Life Holdings Inc.,17663998,"$291,107,633.83 ",0.067843648,Life & Health Insurance,JP,---
,6356945,6702,Fujitsu Ltd.,3092839,"$290,899,530.98 ",0.067795149,IT Consulting & Other Services,JP,---
,6865504,7269,Suzuki Motor Corp.,6927216,"$289,155,541.84 ",0.067388706,Automobile Manufacturers,JP,---
,5076705,HEN3,Henkel AG & Co. KGaA Preference Shares,2798897,"$289,128,841.54 ",0.067382483,Household Products,DE,---
,5687431,HM B,Hennes & Mauritz AB Class B,14125333,"$288,122,142.92 ",0.067147869,Apparel Retail,SE,---
,2169051,RCI.B,Rogers Communications Inc. Class B,5786102,"$287,311,121.60 ",0.066958858,Wireless Telecommunication Services,CA,---
,6066608,AMC,Amcor plc,26201360,"$286,493,149.31 ",0.066768226,Paper Packaging,JE,---
,6493745,2503,Kirin Holdings Co. Ltd.,13005861,"$283,873,560.40 ",0.066157722,Brewers,JP,---
,4768962,RWE,RWE AG,9260080,"$283,748,490.78 ",0.066128574,Multi-Utilities,DE,---
,6054409,2502,Asahi Group Holdings Ltd.,6155326,"$280,809,141.85 ",0.065443549,Brewers,JP,---
,B59HPK1,NVTK,Novatek PJSC,13779253,"$280,390,238.17 ",0.065345922,Oil & Gas Exploration & Production,RU,---
,6804682,4507,Shionogi & Co. Ltd.,4525512,"$279,955,059.41 ",0.065244502,Pharmaceuticals,JP,---
,6791591,9735,Secom Co. Ltd.,3124218,"$278,813,783.24 ",0.064978523,Security & Alarm Services,JP,---
,6497509,6326,Kubota Corp.,17744992,"$278,654,042.49 ",0.064941295,Agricultural & Farm Machinery,JP,---
,6097017,2,CLP Holdings Ltd.,26534351,"$278,542,324.82 ",0.064915259,Electric Utilities,HK,---
,6356525,4901,FUJIFILM Holdings Corp.,5827986,"$278,320,716.06 ",0.064863612,"Technology Hardware, Storage & Periphera",JP,---
,2347200,FTS,Fortis Inc./Canada,6683308,"$277,306,715.21 ",0.064627296,Electric Utilities,CA,---
,6451668,3008,Largan Precision Co. Ltd.,1654946,"$276,439,249.44 ",0.06442513,Electronic Components,TW,---
,5962332,STM,STMicroelectronics NV,10192581,"$275,003,400.75 ",0.0640905,Semiconductors,NL,---
,4182249,CRG,CRH plc,6844276,"$274,517,808.63 ",0.063977331,Construction Materials,IE,---
,B8KF9B4,WPP,WPP plc,19466075,"$273,933,554.64 ",0.063841169,Advertising,JE,---
,B1324D0,2010,Saudi Basic Industries Corp.,10894938,"$272,930,941.91 ",0.063607507,Commodity Chemicals,SA,---
,6709099,BBRI,Bank Rakyat Indonesia Persero Tbk PT,855302000,"$270,725,266.94 ",0.063093466,Diversified Banks,ID,---
,B03FYZ4,GMG,Goodman Group,28788592,"$270,533,580.62 ",0.063048793,Industrial REITs,AU,---
,7437805,SLHN,Swiss Life Holding AG,537026,"$269,410,032.23 ",0.062786946,Life & Health Insurance,CH,---
,B1CN1G6,EDU,New Oriental Education & Technology Group Inc.,2218379,"$268,978,453.75 ",0.062686365,Education Services,KY,ADR
,7262610,ACA,Credit Agricole SA,18469031,"$268,750,497.60 ",0.062633239,Diversified Banks,FR,---
,6858946,8053,Sumitomo Corp.,18061109,"$268,267,868.40 ",0.062520761,Trading Companies & Distributors,JP,---
,B8FMRX8,COLO B,Coloplast A/S Class B,2148911,"$266,596,183.45 ",0.062131169,Health Care Supplies,DK,---
,B4MGD82,TAL,TAL Education Group,5511486,"$265,653,625.20 ",0.061911503,Education Services,KY,ADR
,BRJFWP3,FCA,Fiat Chrysler Automobiles NV,17761979,"$263,349,762.42 ",0.061374579,Automobile Manufacturers,NL,---
,6658801,7733,Olympus Corp.,17036835,"$262,583,715.44 ",0.061196049,Health Care Equipment,JP,---
,6348544,1301,Formosa Plastics Corp.,78794054,"$262,415,896.49 ",0.061156939,Commodity Chemicals,TW,---
,6637101,NCM,Newcrest Mining Ltd.,12392423,"$261,716,901.02 ",0.060994035,Gold,AU,---
,6643108,8604,Nomura Holdings Inc.,50794128,"$261,375,907.16 ",0.060914565,Investment Banking & Brokerage,JP,---
,B0C5YV1,68270,Celltrion Inc.,1660737,"$258,886,514.79 ",0.060334404,Biotechnology,KR,---
,B12LZH9,1120,Al Rajhi Bank,14823678,"$258,498,359.94 ",0.060243943,Diversified Banks,SA,---
,2554475,MG,Magna International Inc.,4704247,"$257,935,687.04 ",0.06011281,Auto Parts & Equipment,CA,---
,B2Q4CS1,8725,MS&AD Insurance Group Holdings Inc.,7813630,"$257,917,749.26 ",0.06010863,Property & Casualty Insurance,JP,---
,5750355,DBK,Deutsche Bank AG,32977985,"$255,531,740.46 ",0.059552562,Diversified Capital Markets,DE,---
,6465874,27,Galaxy Entertainment Group Ltd.,34653091,"$255,102,689.22 ",0.05945257,Casinos & Gaming,HK,---
,6397502,55550,Shinhan Financial Group Co. Ltd.,6799594,"$254,935,767.30 ",0.059413668,Diversified Banks,KR,---
,BXDZ9Q1,SHB A,Svenska Handelsbanken AB Class A,23571700,"$253,873,234.13 ",0.059166041,Diversified Banks,SE,---
,6957995,9021,West Japan Railway Co.,2932783,"$253,666,861.79 ",0.059117946,Railroads,JP,---
,2421041,GFNORTEO,Grupo Financiero Banorte SAB de CV,45351955,"$253,414,467.58 ",0.059059124,Diversified Banks,MX,---
,6291819,386,China Petroleum & Chemical Corp.,418015280,"$251,700,052.91 ",0.058659574,Integrated Oil & Gas,CN,---
,B63H849,RR.,Rolls-Royce Holdings plc,27822311,"$251,460,012.97 ",0.058603632,Aerospace & Defense,GB,---
,B3DF0Y6,105560,KB Financial Group Inc.,6075212,"$250,286,318.95 ",0.058330098,Diversified Banks,KR,---
,4169219,CARL B,Carlsberg A/S Class B,1675618,"$250,062,461.30 ",0.058277928,Brewers,DK,---
,5129074,FME,Fresenius Medical Care AG & Co. KGaA,3385518,"$249,269,469.79 ",0.058093118,Health Care Services,DE,---
,B030GJ7,SBK,Standard Bank Group Ltd.,20631068,"$248,149,838.44 ",0.057832184,Diversified Banks,ZA,---
,BZ1G432,MRO,MELROSE INDUSTRIES PLC,77683156,"$247,440,068.39 ",0.05766677,Heavy Electrical Equipment,GB,---
,4741844,MRK,Merck KGaA,2095603,"$247,059,590.23 ",0.057578098,Pharmaceuticals,DE,---
,2458771,ITSA4,Itausa - Investimentos Itau SA Preference Shares,70229406,"$246,885,057.21 ",0.057537422,Diversified Banks,BR,---
,6451055,5380,Hyundai Motor Co.,2350771,"$244,848,895.15 ",0.057062888,Automobile Manufacturers,KR,---
,6356406,7270,Subaru Corp.,9884398,"$244,834,867.38 ",0.057059619,Automobile Manufacturers,JP,---
,B119QG0,PGHN,Partners Group Holding AG,266815,"$244,543,235.32 ",0.056991653,Asset Management & Custody Banks,CH,---
,6253983,ALL,Aristocrat Leisure Ltd.,10323082,"$243,927,189.47 ",0.056848081,Casinos & Gaming,AU,---
,182704,CRH,CRH plc,6027596,"$243,106,085.33 ",0.05665672,Construction Materials,IE,---
,B04YJV1,IFC,Intact Financial Corp.,2243419,"$242,594,352.15 ",0.056537459,Property & Casualty Insurance,CA,---
,6192150,688,China Overseas Land & Investment Ltd.,62101022,"$241,858,270.26 ",0.056365912,Real Estate Development,HK,---
,6408374,11,Hang Seng Bank Ltd.,11699935,"$241,837,375.67 ",0.056361043,Diversified Banks,HK,---
,6897217,6502,Toshiba Corp.,7123148,"$241,772,098.91 ",0.05634583,Industrial Conglomerates,JP,---
,BTF8CF0,QSR,Restaurant Brands International Inc.,3772036,"$240,459,851.43 ",0.056040006,Restaurants,CA,---
,4846523,SWED A,Swedbank AB Class A,16130479,"$239,795,430.69 ",0.05588516,Diversified Banks,SE,---
,B012W42,PBBANK,Public Bank Bhd. (Local),50329245,"$239,372,761.95 ",0.055786656,Diversified Banks,MY,---
,BK1K3N2,TCOM,Trip.com Group Ltd. ADR,7122087,"$238,874,797.98 ",0.055670604,Internet & Direct Marketing Retail,KY,ADR
,B09DHL9,MTX,MTU Aero Engines AG,837086,"$238,508,391.61 ",0.055585211,Aerospace & Defense,DE,---
,B59BXN2,TATN,Tatneft PJSC,19417633,"$237,874,963.33 ",0.055437589,Oil & Gas Exploration & Production,RU,---
,BW1YVH8,WALMEX*,Wal-Mart de Mexico SAB de CV,82968574,"$237,617,256.76 ",0.055377529,Hypermarkets & Super Centers,MX,---
,B5B1TX2,GMKN,MMC Norilsk Nickel PJSC,770078,"$236,913,006.19 ",0.055213401,Diversified Metals & Mining,RU,---
,2009823,AEM,Agnico Eagle Mines Ltd.,3841247,"$236,589,222.64 ",0.055137942,Gold,CA,---
,B038516,FER,Ferrovial SA,7799479,"$236,303,031.92 ",0.055071245,Construction & Engineering,ES,---
,B7T7721,RBS,Royal Bank of Scotland Group plc,73237770,"$234,944,172.08 ",0.054754558,Diversified Banks,GB,---
,53673,AHT,Ashtead Group plc,7334865,"$234,531,808.98 ",0.054658455,Trading Companies & Distributors,GB,---
,B0YZ0Z5,DWNI,Deutsche Wohnen SE,5762596,"$234,405,103.40 ",0.054628926,Real Estate Operating Companies,DE,---
,B06YV46,NESTE,Neste Oyj,6709468,"$233,497,261.33 ",0.05441735,Oil & Gas Refining & Marketing,FI,---
,6431897,8309,Sumitomo Mitsui Trust Holdings Inc.,5905380,"$233,445,338.71 ",0.054405249,Diversified Banks,JP,---
,6480048,8267,Aeon Co. Ltd.,11273773,"$232,649,994.83 ",0.054219892,Hypermarkets & Super Centers,JP,---
,6449544,12330,Hyundai Mobis Co. Ltd.,1050252,"$232,358,363.13 ",0.054151926,Auto Parts & Equipment,KR,---
,BMJ6DW5,INF,Informa plc,20222657,"$230,006,576.48 ",0.053603834,Advertising,GB,---
,6606996,FSR,FirstRand Ltd.,51152407,"$229,520,066.16 ",0.053490451,Other Diversified Financial Services,ZA,---
,5999330,TEP,Teleperformance,935843,"$228,644,131.99 ",0.053286311,Research & Consulting Services,FR,---
,4824778,SGSN,SGS SA,83309,"$228,156,162.98 ",0.053172588,Research & Consulting Services,CH,---
,B1XFTL2,HEXA B,Hexagon AB,4058620,"$227,490,959.16 ",0.05301756,Electronic Equipment & Instruments,SE,---
,BFXPTB0,TRI,Thomson Reuters Corp.,3176229,"$227,207,201.73 ",0.05295143,Research & Consulting Services,CA,---
,BFXPT09,TRI,Thomson Reuters Corp.,3176229,"$227,207,201.73 ",0.05295143,Research & Consulting Services,CA,---
,BYQFRK5,WCN,Waste Connections Inc.,2497052,"$226,812,431.87 ",0.052859427,Environmental & Facilities Services,CA,---
,BLZH0Z7,SCG,Scentre Group,84014165,"$226,105,076.58 ",0.052694576,Retail REITs,AU,---
,6054603,3407,Asahi Kasei Corp.,20099394,"$225,684,344 ",0.052596522,Commodity Chemicals,JP,---
,4598589,CON,Continental AG,1742120,"$225,135,637.38 ",0.052468644,Auto Parts & Equipment,DE,---
,B1YW440,III,3i Group plc,15370454,"$223,668,019.64 ",0.052126611,Asset Management & Custody Banks,GB,---
,B188TH2,BCE,BCE Inc.,4813018,"$222,980,372.63 ",0.051966352,Integrated Telecommunication Services,CA,---
,6621580,1303,Nan Ya Plastics Corp.,91555413,"$222,493,393.04 ",0.05185286,Commodity Chemicals,TW,---
,6858902,8830,Sumitomo Realty & Development Co. Ltd.,6364755,"$222,063,067.53 ",0.051752571,Diversified Real Estate Activites,JP,---
,7508927,WDI,Wirecard AG,1848870,"$221,439,406.17 ",0.051607225,Data Processing & Outsourced Services,DE,---
,6527666,2891,CTBC Financial Holding Co. Ltd.,294760872,"$220,523,162.01 ",0.051393691,Diversified Banks,TW,---
,B60LZR6,1288,Agricultural Bank of China Ltd.,500825854,"$220,444,163.60 ",0.05137528,Diversified Banks,CN,---
,6193766,1109,China Resources Land Ltd.,44263094,"$220,223,778.50 ",0.051323919,Real Estate Development,KY,---
,4813345,SEB A,Skandinaviska Enskilda Banken AB Class A,23418521,"$220,130,494.27 ",0.051302178,Diversified Banks,SE,---
,B627LW9,5020,JXTG Holdings Inc.,48331033,"$219,354,223.84 ",0.051121266,Oil & Gas Refining & Marketing,JP,---
,6693233,5490,POSCO,1073912,"$218,287,411.88 ",0.050872642,Steel,KR,---
,BVRZ8L1,AENA,Aena SME SA,1134905,"$217,582,653.55 ",0.050708395,Airport Services,ES,---
,6869302,6762,TDK Corp.,1934951,"$217,448,132.41 ",0.050677045,Electronic Components,JP,---
,5533976,SCMN,Swisscom AG,410169,"$217,133,569.24 ",0.050603735,Integrated Telecommunication Services,CH,---
,B62G7K6,8630,Sompo Holdings Inc.,5497300,"$215,876,794.44 ",0.050310839,Property & Casualty Insurance,JP,---
,4031879,VIE,Veolia Environnement SA,8102666,"$215,599,553.58 ",0.050246227,Multi-Utilities,FR,---
,B1JB4K8,SY1,Symrise AG Class A,2046947,"$215,153,278.88 ",0.050142221,Specialty Chemicals,DE,---
,BD4T6W7,TLKM,Telekomunikasi Indonesia Persero Tbk PT,750651339,"$215,044,623.92 ",0.050116899,Integrated Telecommunication Services,ID,---
,BSHYYN1,1180,National Commercial Bank,16374321,"$214,966,120.20 ",0.050098603,Diversified Banks,SA,---
,BF13KN5,WPM,Wheaton Precious Metals Corp.,7207168,"$214,458,412.48 ",0.04998028,Silver,CA,---
,B4XRPN3,1918,Sunac China Holdings Ltd.,35917858,"$214,430,750 ",0.049973833,Real Estate Development,KY,---
,4595739,GMAB,Genmab A/S,952777,"$211,901,011.64 ",0.049384269,Biotechnology,DK,---
,B5ZN1N8,SGRO,SEGRO PLC,17778919,"$211,703,360.65 ",0.049338206,Industrial REITs,GB,---
,7103526,UG,Peugeot SA,8763482,"$211,000,735.57 ",0.049174456,Automobile Manufacturers,FR,---
,6911485,8113,Unicharm Corp.,6225151,"$210,206,004.45 ",0.048989241,Household Products,JP,---
,B1FJ0C0,BXB,Brambles Ltd.,25305276,"$208,281,680.84 ",0.048540771,Diversified Support Services,AU,---
,6883807,6869,Sysmex Corp.,3057367,"$208,160,658.52 ",0.048512566,Health Care Equipment,JP,---
,B08YDF9,CPALL-F,CP ALL PCL (Foreign),86141589,"$207,564,347.24 ",0.048373594,Food Retail,TH,---
,B5B23W2,1928,Sands China Ltd.,38821091,"$207,423,836.03 ",0.048340847,Casinos & Gaming,KY,---
,6556325,MAYBANK,Malayan Banking Bhd.,97716413,"$206,491,862.71 ",0.048123648,Diversified Banks,MY,---
,BNG8PQ9,NN,NN Group NV,5411281,"$205,752,957.55 ",0.047951443,Life & Health Insurance,NL,---
,6904612,TENAGA,Tenaga Nasional Bhd.,63227629,"$205,079,207.74 ",0.047794424,Electric Utilities,MY,---
,B02K2M3,2413,M3 Inc.,6794120,"$204,880,814 ",0.047748187,Health Care Technology,JP,---
,B62G1B5,EDEN,Edenred,3946760,"$204,539,692.01 ",0.047668688,Diversified Support Services,FR,---
,6804820,7309,Shimano Inc.,1257984,"$204,083,980.11 ",0.047562482,Leisure Products,JP,---
,BD97BS7,ATCO B,Atlas Copco AB,5871981,"$203,881,298.34 ",0.047515247,Industrial Machinery,SE,---
,6346913,51910,LG Chem Ltd.,743464,"$203,749,521.53 ",0.047484536,Commodity Chemicals,KR,---
,BG0ZMJ9,1810,Xiaomi Corp.,147098652,"$203,713,461.60 ",0.047476132,"Technology Hardware, Storage & Periphera",KY,---
,BHJYC05,IHG,InterContinental Hotels Group plc,2947556,"$202,541,934.92 ",0.047203103,"Hotels, Resorts & Cruise Lines",GB,---
,3163836,ITRK,Intertek Group plc,2606567,"$201,979,427.19 ",0.047072009,Research & Consulting Services,GB,---
,6633712,MARUTI,Maruti Suzuki India Ltd.,1955610,"$201,919,248.54 ",0.047057984,Automobile Manufacturers,IN,---
,BYT8143,6178,Japan Post Holdings Co. Ltd.,21393990,"$201,199,008.08 ",0.04689013,Life & Health Insurance,JP,---
,6271026,IAG,Insurance Australia Group Ltd.,37428633,"$201,109,689.61 ",0.046869314,Property & Casualty Insurance,AU,---
,6536112,2388,BOC Hong Kong Holdings Ltd.,57820191,"$200,718,590.27 ",0.046778167,Diversified Banks,HK,---
,7156036,SOON,Sonova Holding AG,876696,"$200,420,203.53 ",0.046708626,Health Care Equipment,CH,---
,6793906,1928,Sekisui House Ltd.,9374415,"$200,189,292.14 ",0.046654812,Homebuilding,JP,---
,2566351,FFH,Fairfax Financial Holdings Ltd.,425989,"$200,025,053.22 ",0.046616535,Multi-line Insurance,CA,---
,6287841,2412,Chunghwa Telecom Co. Ltd.,54491198,"$199,896,130.97 ",0.04658649,Integrated Telecommunication Services,TW,---
,6642569,5401,Nippon Steel Corp.,13156449,"$198,306,183.88 ",0.046215947,Steel,JP,---
,B12M7Q5,7010,Saudi Telecom Co.,7262728,"$197,069,580.67 ",0.045927752,Integrated Telecommunication Services,SA,---
,6777450,SOL,Sasol Ltd.,8992880,"$195,106,240.51 ",0.045470189,Diversified Chemicals,ZA,---
,6086253,FMG,Fortescue Metals Group Ltd.,25775731,"$194,307,936.98 ",0.045284141,Steel,AU,---
,7320154,OTP,OTP Bank Nyrt,3705900,"$194,040,916.58 ",0.045221911,Diversified Banks,HU,---
,7251470,SRG,Snam SPA,36869255,"$193,852,070.93 ",0.0451779,Gas Utilities,IT,---
,6700393,1216,Uni-President Enterprises Corp.,77884659,"$193,140,655.29 ",0.045012102,Packaged Foods & Meats,TW,---
,673123,ABF,Associated British Foods plc,5608878,"$192,951,748.72 ",0.044968077,Packaged Foods & Meats,GB,---
,5107401,BEI,Beiersdorf AG,1615263,"$192,885,404.28 ",0.044952615,Personal Products,DE,---
,6715740,QBE,QBE Insurance Group Ltd.,21315438,"$192,617,485.01 ",0.044890176,Property & Casualty Insurance,AU,---
,3208986,NXT,Next plc,2064014,"$192,331,712.18 ",0.044823575,Department Stores,GB,---
,3174300,BRBY,Burberry Group plc,6585998,"$192,283,530.37 ",0.044812346,"Apparel, Accessories & Luxury Goods",GB,---
